City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Borogontsy,RU,62.6683,131.1683,62.44,70,10,3.47,clear sky
459,Husavik,IS,66.0449,-17.3389,53.56,75,82,5.7,broken clouds
460,Romny,UA,50.751,33.4747,71.65,70,63,5.5,broken clouds
461,Concepcion,CL,-36.827,-73.0498,57.0,88,75,19.57,broken clouds
462,Mugango,TZ,-1.6833,33.7,77.45,44,76,4.36,broken clouds
463,Sterling,US,39.0062,-77.4286,78.28,75,100,5.01,overcast clouds
464,Mattru,SL,7.6244,-11.8332,81.61,70,88,4.81,overcast clouds
465,Rudnaya Pristan,RU,44.3614,135.8116,68.68,88,53,4.83,broken clouds
466,Satellite Beach,US,28.1761,-80.5901,92.1,73,0,11.5,clear sky
467,Yeppoon,AU,-23.1333,150.7333,55.18,84,0,5.73,clear sky
468,Balrampur,IN,27.4333,82.1833,88.16,59,100,6.96,overcast clouds
469,Bud,US,39.447,-86.1758,69.91,94,100,6.38,overcast clouds
470,Muriae,BR,-21.1306,-42.3664,81.84,43,15,6.44,few clouds
471,Nelson Bay,AU,-32.7167,152.15,52.09,70,69,17.0,broken clouds
472,Alice Springs,AU,-23.7,133.8833,35.15,75,0,0.0,clear sky
473,Sitka,US,57.0531,-135.33,57.09,94,100,0.0,light rain
474,Radovitskiy,RU,55.1282,39.7956,74.95,66,83,3.65,broken clouds
475,Samarai,PG,-10.6167,150.6667,78.3,85,100,6.85,overcast clouds
476,Imeni Poliny Osipenko,RU,52.4201,136.4853,56.16,90,70,5.03,broken clouds
477,La Romana,DO,18.4273,-68.9728,89.96,58,40,11.5,scattered clouds
478,Yarada,IN,17.65,83.2667,80.92,89,40,3.44,mist
479,Paamiut,GL,61.994,-49.6678,41.74,93,31,16.02,scattered clouds
480,Nisia Floresta,BR,-6.0911,-35.2086,86.38,61,76,13.96,broken clouds
481,Asau,RO,46.4333,26.4,87.28,35,3,5.3,clear sky
482,Half Moon Bay,US,37.4636,-122.4286,68.9,80,100,6.91,mist
483,Port Hedland,AU,-20.3167,118.5667,60.85,63,30,6.91,scattered clouds
484,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,81,58,6.6,broken clouds
485,Klamath Falls,US,42.2249,-121.7817,78.87,42,0,4.61,clear sky
486,Olafsvik,IS,64.8945,-23.7142,53.1,89,100,12.41,overcast clouds
487,Pringsewu,ID,-5.3582,104.9744,74.03,97,89,1.83,overcast clouds
488,Hattiesburg,US,31.3271,-89.2903,88.65,67,75,6.91,broken clouds
489,Gobabis,NA,-22.45,18.9667,73.89,19,55,11.16,broken clouds
490,Melendugno,IT,40.2747,18.3368,96.89,46,0,8.05,clear sky
491,Kirkuk,IQ,35.4681,44.3922,99.73,6,0,10.11,clear sky
492,Andenes,NO,69.3143,16.1194,53.92,94,75,17.27,light rain
493,Trairi,BR,-3.2778,-39.2689,87.8,44,100,12.15,overcast clouds
494,Port Hardy,CA,50.6996,-127.4199,57.38,100,75,3.44,mist
495,Merauke,ID,-8.4667,140.3333,74.98,85,88,13.4,overcast clouds
496,Barra Patuca,HN,15.8,-84.2833,82.54,75,31,6.04,scattered clouds
497,Nakusp,CA,50.2499,-117.8023,73.74,56,0,1.14,clear sky
498,Pemangkat,ID,1.1667,108.9667,78.6,85,100,4.81,overcast clouds
499,Bichura,RU,50.5881,107.6022,53.64,90,100,4.63,light rain
500,Kilindoni,TZ,-7.9139,39.6668,75.92,77,82,19.22,broken clouds
501,Sakakah,SA,29.9697,40.2064,105.37,8,0,5.06,clear sky
502,Challans,FR,46.8436,-1.8749,77.92,50,39,15.59,scattered clouds
503,Casma,CL,-41.0082,-73.1244,54.68,90,32,4.59,scattered clouds
504,Mount Gambier,AU,-37.8333,140.7667,49.91,93,75,9.22,broken clouds
505,Marapanim,BR,-0.7175,-47.6997,84.38,68,94,5.23,overcast clouds
506,Kyra,RU,49.5776,111.9753,55.22,95,100,14.25,overcast clouds
507,Alto Araguaia,BR,-17.3147,-53.2153,87.91,23,0,8.5,clear sky
508,Nyurba,RU,63.2842,118.3319,71.35,82,4,6.15,clear sky
509,Vostok,RU,46.4856,135.8833,60.89,96,1,2.37,clear sky
510,Diffa,NE,13.3154,12.6113,98.01,33,85,14.47,overcast clouds
511,Vysokogornyy,RU,50.1167,139.15,59.32,98,86,1.86,overcast clouds
512,Tessalit,ML,20.1986,1.0114,106.52,5,4,4.0,clear sky
513,Tomatlan,MX,19.9333,-105.25,82.87,73,100,1.77,overcast clouds
514,Punaauia,PF,-17.6333,-149.6,73.04,78,75,5.99,broken clouds
515,Salinopolis,BR,-0.6136,-47.3561,82.76,75,80,7.81,broken clouds
516,Berlevag,NO,70.8578,29.0864,66.2,82,100,6.91,overcast clouds
517,Ponta Delgada,PT,37.7333,-25.6667,74.12,83,75,11.5,broken clouds
518,Pampa,US,35.5362,-100.9599,95.14,28,0,17.27,clear sky
519,Agadez,NE,19.75,10.25,100.71,9,6,14.74,clear sky
520,Bulnes,CL,-36.7423,-72.2985,54.36,79,99,11.74,overcast clouds
521,Ciro Marina,IT,39.3732,17.126,91.27,56,24,17.05,few clouds
522,Le Port,RE,-20.9373,55.2919,69.8,74,41,6.8,scattered clouds
523,Limbang,MY,4.75,115.0,77.11,98,100,2.21,overcast clouds
524,Penticton,CA,49.4806,-119.5858,83.59,41,20,4.61,few clouds
525,Roma,US,43.2128,-75.4557,72.95,65,75,11.5,broken clouds
526,Harper,LR,4.375,-7.7169,77.45,77,97,9.48,overcast clouds
527,Bac Lieu,VN,9.285,105.7244,81.59,79,100,5.44,overcast clouds
528,Fare,PF,-16.7,-151.0167,76.14,80,100,8.21,light rain
529,Nome,US,64.5011,-165.4064,42.87,82,100,24.16,overcast clouds
530,Iskateley,RU,67.6803,53.1512,56.44,62,17,11.45,few clouds
531,Caiaponia,BR,-16.9567,-51.8103,88.32,21,0,5.86,clear sky
532,Arlit,NE,18.7369,7.3853,107.56,11,29,4.47,scattered clouds
533,Maun,BW,-19.9833,23.4167,78.76,25,0,3.44,clear sky
534,Alenquer,BR,-1.9417,-54.7383,90.63,48,34,4.14,scattered clouds
535,Kristinehamn,SE,59.3098,14.1081,61.36,65,61,18.1,broken clouds
536,Khor,RU,47.8861,134.9464,66.54,95,18,3.36,few clouds
537,Porkhov,RU,57.765,29.5561,74.43,64,100,6.08,overcast clouds
538,Rudnichnyy,RU,59.617,52.4703,61.93,71,22,5.41,few clouds
539,Peniche,PT,39.3558,-9.3811,79.29,68,0,15.88,clear sky
540,Kefamenanu,ID,-9.4467,124.4781,67.12,87,96,4.47,overcast clouds
541,Plettenberg Bay,ZA,-34.0527,23.3716,60.28,55,4,1.7,clear sky
542,Alatri,IT,41.7306,13.3402,89.76,60,20,13.8,few clouds
543,Kuytun,RU,54.3419,101.5036,52.83,74,61,2.93,broken clouds
544,San Policarpo,PH,12.1791,125.5072,79.61,87,97,4.36,overcast clouds
545,Yar-Sale,RU,66.8333,70.8333,48.9,87,100,15.46,overcast clouds
546,Evensk,RU,61.95,159.2333,48.0,93,100,3.53,overcast clouds
547,Yerbogachen,RU,61.2767,108.0108,66.38,75,49,5.88,scattered clouds
548,Alofi,NU,-19.0595,-169.9187,64.29,94,15,3.44,few clouds
549,Meulaboh,ID,4.1363,96.1285,76.6,89,100,5.21,light rain
550,Karla,EE,59.3723,24.9275,69.57,80,40,11.5,scattered clouds
551,Aksu,CN,41.1231,80.2644,90.48,20,18,6.76,few clouds
552,Kenai,US,60.5544,-151.2583,53.15,74,0,18.41,clear sky
553,Chara,RU,56.9064,118.2631,65.52,73,41,3.15,scattered clouds
554,Cobija,BO,-11.0267,-68.7692,87.98,66,40,0.0,scattered clouds
555,Mulchen,CL,-37.7167,-72.2333,51.66,90,100,7.78,overcast clouds
556,Tsogni,GA,-2.7942,10.0988,72.75,76,97,8.1,overcast clouds
557,Luba,GQ,3.4568,8.5547,77.18,89,77,13.94,light rain
558,Lokoja,NG,7.8024,6.743,82.18,79,89,5.66,light rain
559,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,100,17.27,light rain
560,Lorengau,PG,-2.0226,147.2712,81.55,79,100,8.81,overcast clouds
561,Darfo,IT,45.8779,10.1812,93.52,57,57,2.04,broken clouds
562,Shache,CN,38.4167,77.2406,91.4,16,10,8.48,clear sky
563,Ulaangom,MN,49.9811,92.0667,59.7,46,69,2.93,broken clouds
564,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,72,0,18.41,clear sky
565,Willowmore,ZA,-33.2926,23.4895,57.74,36,4,3.02,clear sky
566,Bayan,CN,46.0833,127.4,71.64,95,13,3.42,few clouds
567,Jan Kempdorp,ZA,-27.9225,24.8305,63.27,39,27,10.33,scattered clouds
568,Turka,UA,49.1541,23.0297,71.8,78,100,6.91,overcast clouds
569,Tambura,SS,5.6,27.4667,70.18,94,98,3.09,light rain
570,Novikovo,RU,51.1537,37.8879,70.36,76,70,5.14,light rain
571,Havelock,US,34.8791,-76.9013,91.06,78,20,9.22,few clouds
572,Shikarpur,PK,27.9571,68.6379,84.09,75,87,9.6,heavy intensity rain
573,Beringovskiy,RU,63.05,179.3167,46.9,87,99,5.28,light rain
574,North Platte,US,41.1239,-100.7654,69.69,83,100,8.05,overcast clouds
575,Amqui,CA,48.4638,-67.4313,70.05,54,54,14.43,broken clouds
576,Simpang,ID,-1.2667,104.0833,74.17,97,96,1.88,overcast clouds
577,Rijeka,HR,45.3431,14.4092,83.91,55,0,12.66,clear sky
578,Chorozinho,BR,-4.3003,-38.4978,86.04,36,49,7.9,scattered clouds
579,Bereda,ES,43.2686,-7.5406,70.41,75,76,6.89,broken clouds
580,Zhengjiatun,CN,43.5064,123.5064,70.68,94,76,8.21,broken clouds
581,Malmesbury,ZA,-33.4608,18.7271,56.77,85,67,3.11,broken clouds
582,Teahupoo,PF,-17.8333,-149.2667,67.96,85,100,5.57,moderate rain
583,Czersk,PL,53.7959,17.9765,67.17,68,99,9.62,overcast clouds
584,Salinas,US,36.6777,-121.6555,60.89,79,100,3.44,overcast clouds
585,West Wendover,US,40.7391,-114.0733,83.41,17,0,3.44,clear sky
586,Pokosnoye,RU,55.5258,101.0536,53.1,80,95,5.28,overcast clouds
587,Caravelas,BR,-17.7125,-39.2481,77.27,62,11,7.96,few clouds
588,Sosnovo-Ozerskoye,RU,52.5249,111.5418,56.1,96,100,7.2,moderate rain
589,Farmington,US,36.7281,-108.2187,79.48,45,100,5.75,overcast clouds
590,Tsabong,BW,-26.0217,22.401,71.29,29,42,10.11,scattered clouds
591,Nouadhibou,MR,20.931,-17.0347,87.78,62,98,10.36,overcast clouds
592,Tromso,NO,69.6496,18.957,59.02,77,75,10.36,light rain
593,Tezu,IN,27.9167,96.1667,74.91,96,53,3.31,broken clouds
594,Padang,ID,-0.9492,100.3543,76.95,86,59,3.11,broken clouds
595,Mufulira,ZM,-12.5498,28.2407,64.24,41,0,4.88,clear sky
596,Cabinda,AO,-5.55,12.2,78.94,61,20,6.91,few clouds
597,Bam,IR,29.106,58.357,78.24,75,100,8.28,moderate rain
598,Machali,CL,-34.1833,-70.6667,49.28,76,51,1.14,broken clouds
599,Jasper,US,37.2001,-94.3502,97.11,38,20,9.22,few clouds
600,Bulawayo,ZW,-20.15,28.5833,58.73,43,0,7.38,clear sky
601,Piet Retief,ZA,-27.0071,30.8132,46.27,74,0,1.83,clear sky
602,Dicabisagan,PH,17.0818,122.4157,78.84,89,98,4.7,overcast clouds
603,Aberystwyth,GB,52.4155,-4.0829,64.71,68,27,13.56,scattered clouds
604,Dali,CN,25.7,100.1833,62.53,92,95,5.1,overcast clouds
605,Skrunda,LV,56.6833,22.0167,66.29,75,100,9.37,overcast clouds
606,Buchanan,LR,5.8808,-10.0467,77.29,79,91,7.76,overcast clouds
607,Isla Mujeres,MX,21.2311,-86.731,87.85,65,82,11.18,broken clouds
608,Baraki Barak,AF,33.9675,68.9486,84.02,37,83,9.15,broken clouds
609,Riyadh,SA,24.6877,46.7219,104.14,11,34,5.77,scattered clouds
610,Tornio,FI,65.8481,24.1466,66.22,98,100,17.05,light rain
611,Haimen,CN,23.1935,116.6142,84.09,85,36,6.11,scattered clouds
612,Krsko,SI,45.9591,15.4917,78.1,68,20,4.61,few clouds
613,Tupik,RU,54.4253,119.9327,62.08,93,97,4.16,light rain
614,Yagodnoye,RU,62.55,149.6667,59.41,65,99,7.07,overcast clouds
615,Hobyo,SO,5.3505,48.5268,76.66,81,35,25.79,scattered clouds
616,Urucui,BR,-7.2294,-44.5561,92.12,27,100,7.52,overcast clouds
617,Olenegorsk,RU,68.15,33.3,58.86,92,100,11.05,overcast clouds
618,Bambanglipuro,ID,-7.95,110.2833,72.27,90,15,4.27,few clouds
619,Amparafaravola,MG,-17.5833,48.2167,59.65,94,69,4.85,broken clouds
620,Kavaratti,IN,10.5669,72.642,81.21,77,100,17.65,overcast clouds
621,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.76,77,81,12.37,broken clouds
622,Miraflores,MX,19.2167,-98.8083,68.04,48,29,2.37,scattered clouds
623,Silvan,TR,38.1419,41.0081,93.49,15,0,2.08,clear sky
624,Coroata,BR,-4.13,-44.1242,93.38,31,80,4.56,broken clouds
625,Maracaju,BR,-21.6144,-55.1683,91.2,20,0,7.2,clear sky
626,Garowe,SO,8.4054,48.4845,85.17,29,96,17.43,overcast clouds
627,Kuchera,IN,26.9839,73.9719,80.1,83,84,14.27,broken clouds
628,Palmer,US,42.1584,-72.3287,76.86,54,75,8.05,broken clouds
629,Campbell River,CA,50.0163,-125.2446,75.6,60,0,5.75,clear sky
630,Beihai,CN,21.4833,109.1,84.88,75,1,9.26,clear sky
631,Chalchihuites,MX,23.4833,-103.8833,70.32,46,98,3.42,overcast clouds
632,Thrissur,IN,10.5167,76.2167,78.78,91,100,1.45,overcast clouds
633,Karpathos,GR,35.507,27.2132,76.96,78,0,32.21,clear sky
634,Waconia,US,44.8508,-93.7869,74.32,77,93,7.0,overcast clouds
635,Juneau,US,58.3019,-134.4197,61.84,98,100,11.5,fog
636,Talara,PE,-4.5772,-81.2719,74.16,64,0,12.66,clear sky
637,Oyon,PE,-10.6681,-76.7731,54.93,52,97,7.61,overcast clouds
638,Manggar,ID,-2.8833,108.2667,79.88,74,100,9.1,overcast clouds
639,Altay,CN,47.8667,88.1167,64.99,38,0,5.68,clear sky
640,Kizukuri,JP,40.8061,140.3861,71.94,99,48,1.7,scattered clouds
641,Eureka,US,40.8021,-124.1637,56.93,88,72,4.72,broken clouds
642,Tremedal,BR,-14.9758,-41.4108,83.57,29,0,9.91,clear sky
643,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.83,27,78,5.14,broken clouds
644,Glarus,CH,47.0406,9.068,78.44,85,92,2.91,overcast clouds
645,Moron,AR,-34.6534,-58.6198,73.94,87,100,4.54,overcast clouds
646,Kwinana,AU,-32.25,115.7667,57.34,94,86,8.81,overcast clouds
647,Semirom,IR,31.4167,51.5667,77.18,23,92,5.5,overcast clouds
648,Flin Flon,CA,54.7682,-101.865,64.24,63,75,9.22,broken clouds
649,Ngaoundere,CM,7.3167,13.5833,69.37,92,79,3.27,light rain
650,Rabo De Peixe,PT,37.8,-25.5833,72.91,83,75,11.5,light rain
651,Korla,CN,41.7597,86.1469,87.28,17,0,5.23,clear sky
652,Cap-Aux-Meules,CA,47.3821,-61.8597,73.45,60,20,17.27,few clouds
653,Casablanca,MA,33.5928,-7.6192,95.22,63,0,11.5,clear sky
654,Suifenhe,CN,44.4,131.1667,65.16,96,71,2.17,broken clouds
655,Dukat,RU,62.55,155.55,48.67,52,70,3.58,broken clouds
656,Michigan City,US,41.7075,-86.895,78.03,58,40,0.0,scattered clouds
657,Pokhara,NP,28.2333,83.9833,72.77,91,91,1.32,overcast clouds
658,Chabahar,IR,25.2919,60.643,83.23,83,93,16.46,light rain
659,Cherdyn,RU,60.403,56.4787,56.19,63,92,5.14,overcast clouds
660,Burnie,AU,-41.0667,145.9167,50.92,73,95,13.24,overcast clouds
661,Edd,ER,13.9297,41.6925,91.22,66,89,9.01,overcast clouds
662,Sangmelima,CM,2.9333,11.9833,70.29,96,79,2.77,moderate rain
663,Sinjar,IQ,36.3209,41.8754,93.61,9,0,10.65,clear sky
664,Karakol,KG,42.4907,78.3936,68.79,35,1,3.31,clear sky
665,Talnakh,RU,69.4865,88.3972,60.21,88,66,5.99,broken clouds
666,Pampas,PE,-12.4,-74.9,56.59,58,99,6.49,overcast clouds
667,Mackay,AU,-21.15,149.2,55.69,86,0,4.38,clear sky
668,Alamos,MX,27.0167,-108.9333,86.67,57,95,3.51,overcast clouds
669,Birao,CF,10.2849,22.7882,78.17,79,91,4.41,light rain
670,Coihaique,CL,-45.5752,-72.0662,34.41,86,100,4.61,overcast clouds
671,Chongwe,ZM,-15.3292,28.682,62.02,46,2,8.12,clear sky
672,Belaya Gora,RU,68.5333,146.4167,49.3,55,88,9.24,overcast clouds
673,Araouane,ML,18.9048,-3.5265,109.0,6,79,16.87,broken clouds
674,Rayon,MX,19.1444,-99.5836,63.5,55,45,3.18,scattered clouds
675,Fremont,US,37.5483,-121.9886,71.56,71,75,8.05,broken clouds
676,Hastings,GB,50.8552,0.5729,70.79,72,100,5.73,overcast clouds
677,Iquique,CL,-20.2208,-70.1431,60.84,66,19,9.44,few clouds
678,Stanger,ZA,-29.3282,31.2895,57.09,82,0,6.51,clear sky
679,Beckley,US,37.7782,-81.1882,71.31,95,100,5.75,moderate rain
680,Vidalia,US,32.2177,-82.4135,87.91,58,0,4.61,clear sky
681,Whitehaven,GB,54.549,-3.5841,64.65,67,49,3.0,scattered clouds
682,Ampanihy,MG,-24.7,44.75,62.42,61,2,5.95,clear sky
683,Ormara,PK,25.2088,64.6357,83.07,84,97,8.84,overcast clouds
684,Batagay,RU,67.6333,134.6333,62.71,74,15,3.89,few clouds
685,Svetlaya,RU,46.5389,138.3297,62.04,97,98,7.72,overcast clouds
686,Menongue,AO,-14.6585,17.691,78.35,17,0,7.7,clear sky
687,Zboriv,UA,49.6648,25.141,78.93,43,69,7.07,broken clouds
